"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.630259678E2,5.639931202E0,-2.444297791E0,-2.525919676E0
1.630310658E2,5.417748451E0,-2.884783745E0,-1.697961092E0
1.630359758E2,5.133592129E0,-3.353461742E0,-1.066180110E0
1.630409812E2,4.737288475E0,-3.740269184E0,-6.148968339E-1
1.630460247E2,4.238137245E0,-4.131410122E0,-1.185476184E-1
1.630510681E2,3.654765606E0,-4.517305851E0,2.750344276E-1
1.630561581E2,2.962253809E0,-4.830973148E0,5.423314571E-1
1.630612481E2,2.240790129E0,-5.144219398E0,6.399161816E-1
1.630663413E2,1.680400968E0,-5.466589928E0,7.633622885E-1
1.630713913E2,1.265654802E0,-5.774163246E0,7.922350168E-1
1.630763099E2,8.764976859E-1,-6.057471275E0,7.633155584E-1
1.630813533E2,5.605061054E-1,-6.263928413E0,7.293513417E-1
1.630863967E2,3.080904484E-1,-6.374588966E0,7.799073458E-1
1.630914402E2,2.863073349E-2,-6.399202347E0,7.851174474E-1
1.630965302E2,-2.201526165E-1,-6.323592186E0,8.065803051E-1
1.631016202E2,-4.957965910E-1,-6.171873093E0,8.336491585E-1
1.631067102E2,-7.026414275E-1,-6.015911102E0,9.520004988E-1
1.631118085E2,-8.936576843E-1,-5.860480309E0,1.104167104E0
1.631167185E2,-1.083522201E0,-5.676872253E0,1.380946755E0
1.631217250E2,-1.310000896E0,-5.441205025E0,1.610208035E0
1.631267681E2,-1.549609900E0,-5.182180405E0,1.845005751E0
1.631318112E2,-1.826945543E0,-4.971467495E0,2.076557636E0
1.631369012E2,-1.984760523E0,-4.756310940E0,2.348720551E0
1.631419912E2,-2.076408863E0,-4.555739880E0,2.662715912E0
1.631470812E2,-1.997190356E0,-4.388785839E0,3.005248785E0
1.631521797E2,-1.804657578E0,-4.245771885E0,3.277237415E0
1.631570897E2,-1.604192376E0,-4.093108654E0,3.542654037E0
1.631620968E2,-1.299696445E0,-3.993002415E0,3.710864782E0
1.631671397E2,-9.724651575E-1,-3.921450138E0,3.711055279E0
1.631721825E2,-5.887874365E-1,-3.840146542E0,3.706591606E0
1.631770837E2,-2.583801448E-1,-3.801723003E0,3.563656569E0
1.631821194E2,1.342908442E-1,-3.758302212E0,3.292247295E0
1.631871552E2,4.845054746E-1,-3.719480038E0,3.011652708E0
1.631921909E2,7.592785358E-1,-3.637441158E0,2.620981693E0
1.631972809E2,8.872296214E-1,-3.497888088E0,2.268349648E0
1.632023709E2,9.063069224E-1,-3.238740444E0,1.813960791E0
1.632074609E2,8.876908422E-1,-2.884080887E0,1.381223202E0
1.632125509E2,9.551533461E-1,-2.558430672E0,9.830706120E-1
1.632176116E2,1.098776221E0,-2.237935066E0,6.466144919E-1
1.632226576E2,1.208688259E0,-1.831818581E0,4.757856131E-1
1.632277036E2,1.275607109E0,-1.402454376E0,3.785136640E-1
1.632327495E2,1.299587131E0,-8.973360062E-1,3.110022247E-1
1.632377977E2,1.222856164E0,-2.831630707E-1,2.819048762E-1
1.632428438E2,1.236459017E0,3.394365311E-1,4.388423264E-1
1.632478898E2,1.210840821E0,9.321784973E-1,6.619856358E-1
1.632529359E2,1.193564415E0,1.576418877E0,1.047172308E0
1.632579837E2,1.189295411E0,2.190847397E0,1.451413631E0
1.632630299E2,1.226501703E0,2.794707298E0,1.756028414E0
1.632680760E2,1.314406753E0,3.368968010E0,2.048170567E0
1.632731222E2,1.428891420E0,3.913760185E0,2.329007387E0
1.632781697E2,1.545861125E0,4.390964508E0,2.513821602E0
1.632832159E2,1.779793859E0,4.791196823E0,2.675773621E0
1.632882622E2,2.159336090E0,5.119407654E0,2.787287712E0
1.632933084E2,2.555951118E0,5.251386642E0,2.858878613E0
1.632983557E2,3.013049126E0,5.158693314E0,2.953027248E0
1.633034020E2,3.392269850E0,4.937260628E0,2.845138788E0
1.633084483E2,3.775540113E0,4.611091614E0,2.587120056E0
1.633134946E2,4.129443645E0,4.232845306E0,2.354945183E0
1.633185417E2,4.330174446E0,4.051155090E0,2.209067106E0
1.633235880E2,4.468972683E0,3.974830627E0,2.157832146E0
1.633286344E2,4.665065289E0,3.888905525E0,2.338859797E0
1.633336807E2,4.679530621E0,3.845952034E0,2.521686316E0
1.633387277E2,4.684806824E0,3.931962967E0,2.729675293E0
1.633437741E2,4.585546494E0,3.988910675E0,2.942959547E0
1.633488204E2,4.143417835E0,4.179404259E0,3.065580606E0
1.633538668E2,3.234935045E0,4.713696480E0,2.944433689E0
1.633589568E2,2.080289364E0,5.620090485E0,2.326462984E0
1.633640468E2,1.109429240E0,6.549112320E0,1.591044188E0
1.633691368E2,5.510587692E-1,7.280822754E0,1.078633070E0
1.633742336E2,2.041422725E-1,7.777256012E0,4.501333237E-1
1.633792568E2,-9.445810318E-2,7.785309792E0,-1.259317994E-1
1.633843095E2,-1.922221780E-1,7.157340050E0,-5.066277981E-1
1.633893624E2,-1.227968633E-1,5.903720856E0,-9.072316289E-1
1.633944152E2,1.382908821E-1,4.350414276E0,-1.146341205E0
1.633994429E2,4.052959383E-1,2.995145798E0,-1.396243215E0
1.634044944E2,5.165952444E-1,1.770695686E0,-1.590046167E0
1.634095459E2,5.344817042E-1,7.438983917E-1,-1.549849749E0
1.634145975E2,5.588511229E-1,1.500797272E-2,-1.355281591E0
1.634195075E2,7.276730537E-1,-4.401893616E-1,-1.189763069E0
1.634245150E2,7.688649893E-1,-7.129564285E-1,-1.057389975E0
1.634295577E2,7.306655049E-1,-7.509269714E-1,-1.008345723E0
1.634346004E2,6.607780457E-1,-4.587574005E-1,-1.107988596E0
1.634396583E2,4.161678255E-1,1.392145157E-1,-1.378600955E0
1.634447017E2,1.931034029E-1,9.613246918E-1,-1.795798659E0
1.634497452E2,-4.652641714E-2,1.863871574E0,-2.445493698E0
1.634547887E2,-2.830837667E-1,2.636390686E0,-3.199284554E0
1.634598442E2,-6.025667787E-1,3.255205154E0,-3.973034143E0
1.634648882E2,-9.864735603E-1,3.777937889E0,-5.095121861E0
1.634699323E2,-1.378111243E0,4.051631927E0,-6.645794392E0
1.634749764E2,-2.122893095E0,4.062050819E0,-8.214446068E0
1.634800302E2,-2.729412317E0,3.952675819E0,-9.142498016E0
1.634850747E2,-3.146840334E0,3.675533295E0,-9.185876846E0
1.634901193E2,-3.371293306E0,3.230667114E0,-8.715154648E0
1.634951638E2,-3.216606379E0,2.780884743E0,-7.801890850E0
1.635002538E2,-2.888271332E0,2.340715408E0,-6.491558552E0
1.635053438E2,-2.485955954E0,1.934343338E0,-5.248623848E0
1.635104338E2,-2.142077923E0,1.514145851E0,-4.121488571E0
1.635155316E2,-1.864795208E0,1.046834946E0,-3.197403431E0
1.635204416E2,-1.816150784E0,5.517311096E-1,-2.472064972E0
1.635254460E2,-1.784199476E0,-5.249118805E-2,-1.961197495E0
1.635304899E2,-1.744947553E0,-7.274312973E-1,-1.544431806E0
1.635355337E2,-1.770434260E0,-1.386931419E0,-1.202720761E0
1.635405882E2,-1.765129805E0,-1.944940567E0,-9.937561750E-1
1.635456326E2,-1.762949944E0,-2.396818161E0,-7.934740782E-1
1.635506769E2,-1.849985480E0,-2.761824608E0,-7.076821327E-1
1.635557212E2,-1.992920280E0,-3.059198380E0,-5.881800056E-1
1.635607742E2,-2.135267973E0,-3.298605919E0,-5.494840741E-1
1.635658189E2,-2.234870911E0,-3.551886082E0,-5.243818760E-1
1.635708637E2,-2.278225422E0,-3.785579205E0,-4.888966680E-1
1.635759085E2,-2.208626032E0,-4.076268673E0,-3.904981017E-1
1.635809602E2,-2.016693354E0,-4.342607021E0,-3.392680883E-1
1.635860053E2,-1.717009544E0,-4.589427471E0,-2.586923242E-1
1.635910504E2,-1.381440401E0,-4.840682507E0,-1.776887774E-1
1.635960955E2,-1.043224454E0,-5.120280266E0,-9.170822799E-2
1.636011461E2,-6.973996162E-1,-5.389923096E0,4.216825962E-2
1.636061915E2,-4.010091424E-1,-5.558761597E0,2.672357261E-1
1.636112369E2,-1.059355736E-1,-5.756057739E0,4.834317863E-1
1.636162823E2,1.307898462E-1,-5.929183006E0,6.339761019E-1
1.636213723E2,2.905090451E-1,-6.049482346E0,7.576035261E-1
1.636264623E2,3.827982247E-1,-6.045341492E0,8.122997284E-1
1.636315523E2,5.416096449E-1,-6.136941910E0,9.084303379E-1
1.636366496E2,7.144438624E-1,-6.247661591E0,9.313250780E-1
1.636416751E2,8.870453835E-1,-6.296216965E0,9.104993939E-1
1.636467272E2,9.881282449E-1,-6.316156387E0,7.791828513E-1
1.636517794E2,1.056043029E0,-6.269256592E0,5.755990744E-1
1.636568316E2,1.181612253E0,-6.107776642E0,2.853348255E-1
1.636618612E2,1.259288192E0,-5.827054977E0,-5.884289742E-2
1.636669122E2,1.327304125E0,-5.498931885E0,-3.383455873E-1
1.636719633E2,1.414132833E0,-5.171259880E0,-5.303436518E-1
1.636770143E2,1.505156398E0,-4.934885502E0,-4.826700091E-1
1.636819243E2,1.571451545E0,-4.717965603E0,-3.584144711E-1
1.636869330E2,1.628008127E0,-4.520463467E0,-2.096920013E-1
1.636919753E2,1.583948851E0,-4.256283283E0,-7.445991039E-3
1.636970176E2,1.510669708E0,-4.064247608E0,8.141994476E-2
1.637020765E2,1.455837250E0,-3.958634853E0,1.243543327E-1
1.637071197E2,1.333107710E0,-3.872386456E0,9.253421426E-2
1.637121628E2,1.243029594E0,-3.872412205E0,-9.489953518E-3
1.637172059E2,1.061553359E0,-3.829428196E0,-1.632101089E-1
1.637222625E2,7.079148889E-1,-3.714742184E0,-1.779315472E-1
1.637273063E2,3.112447560E-1,-3.461494923E0,-3.982606530E-2
1.637323501E2,9.794414043E-3,-3.165542126E0,1.838755459E-1
1.637373939E2,-2.974559069E-1,-2.783932686E0,4.165802002E-1
1.637424484E2,-5.965165496E-1,-2.335934639E0,7.108823657E-1
1.637474927E2,-8.637582660E-1,-1.879045486E0,9.760306478E-1
1.637525371E2,-1.104045868E0,-1.413277626E0,1.264471889E0
1.637575815E2,-1.265115738E0,-8.956241608E-1,1.552227855E0
1.637626344E2,-1.389902115E0,-3.452596664E-1,1.738826036E0
1.637676792E2,-1.449879289E0,1.947307587E-1,1.838048935E0
1.637727239E2,-1.387158394E0,7.244157791E-1,1.915833950E0
1.637777687E2,-1.234976530E0,1.157762527E0,1.775018692E0
1.637828587E2,-1.050227880E0,1.734068871E0,1.672173023E0
1.637879487E2,-9.323191047E-1,2.410202980E0,1.571978569E0
1.637930387E2,-7.896012664E-1,3.009171486E0,1.587080598E0
1.637981364E2,-5.305291414E-1,3.655512810E0,1.825890541E0
1.638031633E2,-2.834696174E-1,4.282348633E0,2.340461493E0
1.638082151E2,8.117258549E-2,4.784634590E0,3.240290880E0
1.638132668E2,3.873469234E-1,5.047891617E0,4.231105328E0
1.638183186E2,3.822491169E-1,4.972060204E0,5.167695045E0
1.638232286E2,3.138181865E-1,4.719959259E0,5.869313717E0
1.638282356E2,6.271499395E-2,4.406556129E0,6.274986267E0
1.638332784E2,-2.140079737E-1,4.031658173E0,6.422089100E0
1.638383213E2,-4.835137725E-1,3.666831970E0,6.270060062E0
1.638434113E2,-7.266206145E-1,3.331123352E0,6.024600983E0
1.638485013E2,-9.339993596E-1,3.019673347E0,5.565522671E0
1.638535913E2,-1.120299101E0,2.722996712E0,5.120142460E0
1.638586900E2,-1.209695578E0,2.407751083E0,4.843244553E0
1.638637215E2,-1.179731607E0,2.078823090E0,4.693995953E0
1.638687720E2,-1.031058192E0,1.635992050E0,4.698275566E0
1.638738226E2,-7.501011491E-1,1.438173294E0,4.873880386E0
1.638788731E2,-3.850169182E-1,1.231626511E0,4.857310295E0
1.638839076E2,-7.898914814E-2,1.207680702E0,4.750082493E0
1.638889573E2,1.312298775E-1,1.777444839E0,4.539363384E0
1.638940070E2,1.800740361E-1,2.715350151E0,3.715621710E0
1.638990568E2,1.161940694E-1,3.619277000E0,3.121512890E0
1.639040937E2,1.357613206E-1,4.479561806E0,3.437169075E0
1.639091427E2,1.619641781E-1,5.396215439E0,3.866445065E0
1.639141918E2,4.329554439E-1,5.990660667E0,4.035519600E0
1.639192409E2,1.311632395E0,5.870594025E0,3.947761536E0
1.639242797E2,2.034486771E0,5.323527336E0,3.951282024E0
1.639293283E2,1.829198122E0,4.550559044E0,3.867766619E0
1.639343769E2,8.164911270E-1,3.546807289E0,3.389677286E0
1.639394255E2,-5.499755144E-1,2.470252991E0,2.332015038E0
1.639444658E2,-2.343945980E0,1.646512032E0,-3.825390339E-2
1.639495140E2,-4.413578510E0,9.661302567E-1,-2.734862328E0
1.639545621E2,-6.187054634E0,4.106006622E-1,-4.200214386E0
1.639596103E2,-7.666865826E0,4.223823547E-2,-5.329242229E0
1.639646519E2,-9.056436539E0,-1.725873947E-1,-6.824212551E0
1.639696997E2,-1.020547771E1,1.818981171E-1,-8.143631935E0
1.639747475E2,-1.091082191E1,8.034353256E-1,-8.956541061E0
1.639797953E2,-1.090708160E1,1.423483849E0,-9.289970398E0
1.639848379E2,-1.031008911E1,2.108775139E0,-9.159881592E0
1.639898855E2,-9.368316650E0,2.849576950E0,-8.408073425E0
1.639949330E2,-8.123863220E0,3.449759483E0,-7.333948612E0
1.639999805E2,-6.867219448E0,3.871379852E0,-6.144963741E0
1.640050239E2,-5.711700439E0,4.148334503E0,-5.119264126E0
1.640100713E2,-4.731844902E0,4.367216110E0,-4.453530788E0
1.640151186E2,-4.007540703E0,4.418441772E0,-4.312609196E0
1.640201660E2,-2.901904821E0,4.178190231E0,-4.480213165E0
1.640252100E2,-1.853354812E0,3.771665573E0,-5.190787792E0
1.640302571E2,-8.361416459E-1,3.371637344E0,-6.091702938E0
1.640353043E2,9.845590591E-2,2.887456894E0,-7.075572491E0
1.640403515E2,9.229565859E-1,2.381466866E0,-7.743680954E0
1.640453960E2,1.767642975E0,1.949248314E0,-8.027940750E0
1.640504430E2,2.379701853E0,1.542685509E0,-7.949994564E0
1.640554901E2,3.099068165E0,9.127769470E-1,-7.841879845E0
1.640605371E2,3.739868879E0,4.325551987E-1,-7.686041355E0
1.640655428E2,4.299112797E0,-8.434295654E-3,-7.106272697E0
1.640705878E2,4.685782909E0,-3.052453995E-1,-6.331854820E0
1.640756328E2,4.681319237E0,-5.681896210E-1,-5.285923958E0
1.640806777E2,4.630345821E0,-8.164958954E-1,-4.129537582E0
1.640857680E2,4.647066593E0,-1.031027794E0,-3.185665846E0
1.640908153E2,4.593358517E0,-1.288296700E0,-2.332609653E0
1.640958625E2,4.578875065E0,-1.454288483E0,-1.472691417E0
1.641009098E2,4.532175064E0,-1.643826485E0,-8.336945176E-1
1.641059540E2,4.467601776E0,-1.914209366E0,-3.659495115E-1
1.641110012E2,4.217732906E0,-2.284447670E0,1.765316725E-2
1.641160482E2,3.978456736E0,-2.677891731E0,2.363862991E-1
1.641210953E2,3.692180395E0,-3.061050415E0,4.147681296E-1
1.641261401E2,3.286567211E0,-3.539172649E0,5.764404535E-1
1.641311871E2,2.846695423E0,-3.983054638E0,6.442668438E-1
1.641362341E2,2.347602844E0,-4.407148838E0,6.030848622E-1
1.641412810E2,1.945979357E0,-4.787688732E0,4.992350042E-1
1.641463261E2,1.616862059E0,-5.182291985E0,3.737404346E-1
1.641513730E2,1.349809647E0,-5.423765182E0,2.577672005E-1
1.641564199E2,1.201962471E0,-5.569853783E0,2.691073418E-1
1.641614668E2,1.096554756E0,-5.682965279E0,3.728044629E-1
1.641665121E2,1.100820422E0,-5.677100182E0,5.728504658E-1
1.641715589E2,1.086230278E0,-5.681476593E0,8.932510614E-1
1.641766057E2,1.106339335E0,-5.619452477E0,1.339230657E0
1.641816526E2,1.027664542E0,-5.505285263E0,2.031466007E0
1.641866981E2,6.595159769E-1,-5.372258186E0,2.823840141E0
1.641917449E2,2.841525972E-1,-5.210594177E0,3.350603104E0
1.641967916E2,1.545960829E-2,-5.063214302E0,3.671647549E0
1.642018383E2,-1.855209917E-1,-4.930023670E0,3.960871935E0
1.642068841E2,-3.767327666E-1,-4.791829586E0,4.191052914E0
1.642119308E2,-5.538117886E-1,-4.682120800E0,4.272231102E0
1.642169775E2,-7.173021436E-1,-4.586535931E0,4.320180893E0
1.642220242E2,-7.769039273E-1,-4.509869099E0,4.278256416E0
1.642270702E2,-8.426504135E-1,-4.356485844E0,4.189953327E0
1.642321168E2,-8.334022760E-1,-4.140861034E0,4.065232754E0
1.642371635E2,-7.397322655E-1,-3.944392681E0,3.832639217E0
1.642422102E2,-5.615195036E-1,-3.790986538E0,3.530477524E0
1.642472562E2,-3.843477368E-1,-3.599291325E0,3.220640182E0
1.642523028E2,-1.982029825E-1,-3.412398815E0,2.830819845E0
1.642573494E2,-2.225741744E-2,-3.258992672E0,2.432368040E0
1.642623960E2,1.675828099E-1,-3.086423874E0,2.043626785E0
1.642674421E2,3.764749169E-1,-2.909068108E0,1.721006155E0
1.642724888E2,4.944235384E-1,-2.688688278E0,1.343852282E0
1.642775354E2,6.027432680E-1,-2.477982521E0,9.828534722E-1
1.642825820E2,7.397648096E-1,-2.233934402E0,7.087190747E-1
1.642876282E2,8.192665577E-1,-1.908823013E0,4.341460764E-1
1.642926748E2,9.559832215E-1,-1.588916779E0,1.627160907E-1
1.642977214E2,1.073054790E0,-1.269525528E0,-3.026515245E-2
1.643027680E2,1.213339090E0,-9.316148758E-1,-2.128460407E-1
1.643078142E2,1.386376143E0,-5.561847687E-1,-2.091937065E-1
1.643128607E2,1.534804702E0,-1.624727249E-1,-1.539353132E-1
1.643179074E2,1.634966731E0,2.542247772E-1,-7.637214661E-2
1.643229539E2,1.668009877E0,6.795206070E-1,1.812193394E-1
1.643280002E2,1.581660628E0,1.276041031E0,6.812169552E-1
1.643330467E2,1.667519093E0,1.790141106E0,3.859218955E-1
1.643380933E2,1.628899217E0,2.241046906E0,8.215078712E-1
1.643431399E2,1.432682514E0,2.643275261E0,1.160480261E0
1.643481862E2,1.298392773E0,2.987390518E0,1.638028145E0
1.643532328E2,1.215958714E0,3.259218216E0,2.078133821E0
1.643582793E2,1.089355826E0,3.425469398E0,2.415227652E0
1.643633258E2,1.161502361E0,3.529393196E0,2.837367773E0
1.643683722E2,1.498306751E0,3.542453766E0,3.202817440E0
1.643734188E2,2.008340120E0,3.436141968E0,3.417889833E0
1.643784653E2,2.673035145E0,3.320634842E0,3.436032057E0
1.643835118E2,3.320947409E0,3.291593552E0,3.463407278E0
1.643885582E2,3.790354729E0,3.363244057E0,3.504895926E0
1.643936047E2,4.072257519E0,3.535439491E0,3.579494238E0
1.643986513E2,4.352918148E0,3.707594872E0,3.686933279E0
1.644036978E2,4.756647587E0,3.874903679E0,3.740547895E0
1.644087442E2,5.140481949E0,4.042132378E0,3.964477062E0
1.644137907E2,5.366383553E0,4.185353279E0,4.118845463E0
1.644188372E2,5.320580006E0,4.376302719E0,4.131205559E0
1.644238838E2,4.903557301E0,4.849223137E0,4.005569458E0
1.644289302E2,4.001230240E0,5.575028419E0,3.650246620E0
1.644339768E2,2.948959351E0,6.342946053E0,3.074400425E0
1.644390233E2,1.966652632E0,6.961604118E0,2.306455374E0
1.644440698E2,1.269003153E0,7.215974808E0,1.518795133E0
1.644491162E2,6.742644906E-1,7.163894653E0,6.537699699E-1
1.644541627E2,2.494619191E-1,6.810509682E0,-1.646758616E-1
1.644592093E2,1.141976714E-1,6.347476006E0,-7.745269537E-1
1.644642558E2,1.824239790E-1,5.894474030E0,-1.329913974E0
1.644693022E2,1.486874521E-1,5.418007851E0,-1.850333810E0
1.644743488E2,9.981918335E-2,4.884651184E0,-2.211323261E0
1.644793953E2,9.390787780E-2,4.366249084E0,-2.398002625E0
1.644844418E2,6.412682682E-2,3.733723640E0,-2.318091869E0
1.644893707E2,-3.304824233E-2,3.068600655E0,-2.079165936E0
1.644944114E2,-1.396104395E-1,2.466610909E0,-1.904792190E0
1.644994520E2,-2.517248988E-1,1.899044991E0,-1.811063886E0
1.645044927E2,-3.363969922E-1,1.432845116E0,-1.796428919E0
1.645095827E2,-5.466552377E-1,1.096616745E0,-2.003260851E0
1.645146727E2,-9.739457965E-1,9.189376831E-1,-2.535947561E0
1.645197696E2,-1.269616842E0,9.044313431E-1,-3.127030134E0
1.645248174E2,-1.664298177E0,1.057704926E0,-3.840073824E0
1.645298601E2,-2.440153360E0,1.330752373E0,-4.844016075E0
1.645349076E2,-3.311703444E0,1.646838188E0,-6.193735600E0
1.645399551E2,-4.142675877E0,1.867017746E0,-7.419384003E0
1.645450026E2,-4.882189751E0,1.991115570E0,-8.148324013E0
1.645500462E2,-5.335425377E0,1.889834404E0,-8.485095978E0
1.645550935E2,-5.488613129E0,1.558466911E0,-8.341412544E0
1.645601408E2,-5.221621513E0,1.102471352E0,-7.799590588E0
1.645651881E2,-4.786974907E0,6.847209930E-1,-6.916129112E0
1.645702322E2,-4.226080418E0,3.293294907E-1,-5.817418098E0
1.645752793E2,-3.857653379E0,1.417121887E-1,-4.724563122E0
1.645803265E2,-3.699186087E0,-2.457618713E-3,-3.777259350E0
1.645853736E2,-3.591869354E0,-2.705068588E-1,-3.183339596E0
1.645904182E2,-3.439878702E0,-6.192197800E-1,-2.525148392E0
1.645954652E2,-3.281079292E0,-1.086732864E0,-1.979213119E0
1.646005122E2,-3.244332075E0,-1.538991928E0,-1.626937389E0
1.646055592E2,-3.186286449E0,-2.052568436E0,-1.411533594E0
1.646104692E2,-3.065088987E0,-2.617902756E0,-1.141525269E0
1.646154047E2,-2.966359854E0,-3.182304382E0,-9.907461405E-1
1.646204399E2,-2.889887571E0,-3.669236660E0,-8.161404729E-1
1.646254751E2,-2.779138327E0,-4.088413715E0,-6.031061411E-1
1.646305651E2,-2.672531605E0,-4.492530346E0,-3.708293438E-1
1.646356551E2,-2.589928150E0,-4.786015034E0,-1.282671690E-1
1.646407162E2,-2.398473501E0,-5.088667870E0,2.064122856E-1
1.646457576E2,-2.141899824E0,-5.357501984E0,5.474485755E-1
1.646508192E2,-1.705728889E0,-5.597386360E0,7.704005241E-1
1.646558616E2,-1.281536579E0,-5.822735786E0,1.047927618E0
1.646609041E2,-9.505254030E-1,-5.909242630E0,1.275059938E0
1.646659465E2,-6.693320870E-1,-5.952734947E0,1.552829623E0
1.646710365E2,-4.617826343E-1,-5.986768723E0,1.757890463E0
1.646761265E2,-3.237203360E-1,-5.997107506E0,1.766972303E0
1.646812165E2,-8.785831928E-2,-5.959894180E0,1.680739403E0
1.646863154E2,1.881107092E-1,-5.927815437E0,1.580321670E0
1.646913479E2,3.562383056E-1,-5.776469231E0,1.426867962E0
1.646963981E2,4.837026596E-1,-5.606409073E0,1.248897195E0
1.647014484E2,6.278948784E-1,-5.422427177E0,1.108761787E0
1.647064987E2,7.363724709E-1,-5.205363274E0,8.722060323E-1
1.647115340E2,7.897709012E-1,-4.850041866E0,5.627508759E-1
1.647165835E2,8.933831453E-1,-4.500075817E0,1.656316668E-1
1.647216330E2,1.114128351E0,-4.026307583E0,-4.112170935E-1
1.647266825E2,1.451697588E0,-3.424127102E0,-8.587051630E-1
1.647317201E2,1.872698784E0,-2.885008812E0,-1.265948415E0
1.647367689E2,2.439513683E0,-2.528468132E0,-1.367477655E0
1.647418178E2,2.961660385E0,-2.354249001E0,-1.002585888E0
1.647468668E2,3.345354557E0,-2.361983299E0,-4.249863029E-1
1.647517768E2,3.578184128E0,-2.369538307E0,2.328129262E-1
1.647567900E2,3.631637335E0,-2.357748032E0,7.772246003E-1
1.647618306E2,3.769258738E0,-2.556139946E0,1.219569564E0
1.647668712E2,3.751946449E0,-2.763555527E0,1.360470057E0
1.647719353E2,3.551123142E0,-2.889121056E0,1.348984599E0
1.647769770E2,3.008559227E0,-2.932996750E0,1.166148067E0
1.647820189E2,2.262684584E0,-2.957534790E0,7.254573703E-1
1.647870606E2,1.490063667E0,-2.805011749E0,4.617111087E-1
1.647921212E2,7.614423037E-1,-2.494883537E0,4.411315024E-1
1.647971639E2,1.905219555E-1,-2.099171638E0,6.445236802E-1
1.648022066E2,-2.810661197E-1,-1.637179375E0,8.852723837E-1
1.648072493E2,-7.160373926E-1,-1.161628723E0,1.192402363E0
1.648123071E2,-1.028728008E0,-7.060413361E-1,1.475126624E0
1.648173506E2,-1.272084117E0,-2.608404160E-1,1.829241753E0
1.648223940E2,-1.345546246E0,5.444908142E-2,2.068098068E0
1.648274375E2,-1.344873190E0,3.021650314E-1,2.291960716E0
1.648325275E2,-1.322304726E0,5.159044266E-1,2.495553493E0
1.648376175E2,-1.258317709E0,6.335716248E-1,2.721490860E0
1.648427075E2,-1.038069010E0,7.270174026E-1,2.940235138E0
1.648478058E2,-8.762756586E-1,8.632850647E-1,3.151407480E0
1.648527158E2,-7.435510159E-1,1.075854301E0,3.388220072E0
1.648577222E2,-5.547057390E-1,1.264113426E0,3.644955397E0
1.648627653E2,-4.049223065E-1,1.471197128E0,3.916673660E0
1.648678084E2,-2.797544003E-1,1.721022606E0,4.164901733E0
1.648728650E2,-4.998296499E-2,1.980097771E0,4.356416225E0
1.648779088E2,2.658565044E-1,2.281978607E0,4.548923492E0
1.648829526E2,5.633249283E-1,2.679316521E0,4.695005894E0
1.648879963E2,9.395605922E-1,3.124300003E0,5.164228916E0
1.648930509E2,9.131119847E-1,3.320481300E0,5.571059227E0
1.648980952E2,5.710252523E-1,3.272951126E0,5.497979641E0
1.649031396E2,6.148540974E-2,3.010617256E0,4.947405815E0
1.649081839E2,-2.717080712E-1,2.619732857E0,4.135396004E0
1.649132369E2,-5.629847050E-1,2.416055679E0,3.333512306E0
1.649182816E2,-8.937014341E-1,2.308497429E0,2.606462717E0
1.649233264E2,-1.297841787E0,2.440411568E0,2.018257380E0
1.649283712E2,-1.623032570E0,2.615427017E0,1.733149886E0
1.649334612E2,-1.755209208E0,2.656571388E0,1.786270976E0
1.649385512E2,-1.853015184E0,2.597531319E0,2.032077312E0
1.649436412E2,-1.821408749E0,2.390689850E0,2.593058825E0
1.649487388E2,-1.522636652E0,2.002828598E0,3.415915728E0
1.649536488E2,-1.273529768E0,1.438930511E0,4.302614689E0
1.649586529E2,-9.641360044E-1,9.050273895E-1,5.309263706E0
1.649636968E2,-6.488842964E-1,4.296531677E-1,5.869527340E0
1.649687407E2,-2.724243402E-1,-7.353401184E-2,6.316125393E0
1.649738307E2,9.746026993E-2,-4.707078934E-1,7.000113964E0
1.649789207E2,5.039021969E-1,-5.327425003E-1,7.418791294E0
1.649840107E2,6.757783294E-1,-8.340358734E-2,7.686771870E0
1.649891088E2,3.756165206E-1,1.158465385E0,7.305760384E0
1.649941378E2,-3.428646326E-1,2.832831383E0,6.025365829E0
1.649991890E2,-1.297664046E0,3.748306274E0,5.538035393E0
1.650042402E2,-2.154093266E0,3.771561623E0,5.252222538E0
1.650092914E2,-2.751314878E0,3.577491760E0,4.420697212E0
1.650142014E2,-3.248216152E0,3.328867912E0,3.035778046E0
1.650192096E2,-3.600674152E0,2.733996391E0,1.184517980E0
1.650242521E2,-3.555614710E0,2.138299942E0,-7.290358543E-1
1.650292945E2,-3.364328384E0,1.863098145E0,-2.297072887E0
1.650343531E2,-3.161592484E0,1.822622299E0,-3.435286522E0
1.650393964E2,-3.132551193E0,2.098575592E0,-5.164327621E0
1.650444396E2,-3.315320730E0,2.600248337E0,-7.696538448E0
1.650494829E2,-3.520789385E0,3.189115524E0,-1.043930244E1
1.650545729E2,-3.892352819E0,3.731276512E0,-1.252388096E1
1.650596629E2,-4.086603165E0,4.092713356E0,-1.362401390E1
1.650647529E2,-4.445168018E0,4.402316093E0,-1.369695663E1
1.650698513E2,-4.626459122E0,4.449203491E0,-1.303192520E1
1.650747613E2,-4.665958881E0,4.333726883E0,-1.188341045E1
1.650797681E2,-4.752897739E0,4.079748154E0,-1.052387238E1
