"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
5.246948604E1,1.037221432E0,-3.428287029E0,3.485095203E-1
5.247452719E1,1.004342556E0,-3.247797489E0,3.932251334E-1
5.247961719E1,1.058573604E0,-3.215713024E0,4.528682232E-1
5.248470719E1,1.118881464E0,-3.331827641E0,3.840073645E-1
5.248979719E1,1.133011818E0,-3.490719318E0,2.534433305E-1
5.249488719E1,9.145645499E-1,-3.481902599E0,1.374479234E-1
5.249979719E1,4.442988038E-1,-3.267337322E0,1.114625782E-1
5.250481953E1,1.324744523E-1,-3.167787075E0,1.189930514E-1
5.250986125E1,-6.959092617E-2,-3.135313988E0,7.347673923E-2
5.251490292E1,-1.717466712E-1,-3.150713444E0,6.538231671E-2
5.251996474E1,-2.935764194E-1,-3.156531811E0,1.469733417E-1
5.252500740E1,-3.873644471E-1,-3.181489468E0,2.988518178E-1
5.253005016E1,-4.914109409E-1,-3.053399086E0,5.497720242E-1
5.253509287E1,-5.868316889E-1,-2.844206810E0,7.517229915E-1
5.254018287E1,-6.931406260E-1,-2.525337219E0,9.866850376E-1
5.254527287E1,-7.242950797E-1,-2.159100533E0,1.159023404E0
5.255036287E1,-7.378294468E-1,-1.721644402E0,1.321594119E0
5.255546287E1,-7.961176634E-1,-1.184366226E0,1.445796847E0
5.256037287E1,-7.744592428E-1,-6.908454895E-1,1.545551777E0
5.256538156E1,-7.308031321E-1,-2.888669968E-1,1.568402767E0
5.257042427E1,-6.457970142E-1,9.343242645E-2,1.623985291E0
5.257546703E1,-5.478795171E-1,3.174037933E-1,1.644558787E0
5.258055703E1,-4.703503251E-1,5.697622299E-1,1.734597445E0
5.258564703E1,-4.225263298E-1,8.122215271E-1,1.802319407E0
5.259073703E1,-2.800212801E-1,1.035224915E0,1.865969539E0
5.259583698E1,-1.003749073E-1,1.186194420E0,2.054119587E0
5.260074698E1,2.196505666E-2,1.351359367E0,2.213420868E0
5.260575573E1,2.584755719E-1,1.578515053E0,2.443450928E0
5.261079849E1,5.478665233E-1,1.771998405E0,2.729879856E0
5.261584120E1,8.239541054E-1,2.065815926E0,3.068487883E0
5.262093120E1,1.077763915E0,2.502930641E0,3.574444532E0
5.262602120E1,1.224488020E0,2.896690369E0,4.048573971E0
5.263111120E1,1.202825665E0,3.228019714E0,4.555423737E0
5.263621110E1,8.697508574E-1,3.473032951E0,4.867884159E0
5.264112110E1,3.782718778E-1,3.631742477E0,4.998498917E0
5.264612990E1,-7.201705873E-2,3.713766098E0,4.721725464E0
5.265117266E1,-4.245635867E-1,3.704813004E0,4.367821217E0
5.265621537E1,-8.143560290E-1,3.686302185E0,4.097658157E0
5.266127422E1,-9.268404841E-1,3.538722038E0,3.846704483E0
5.266631771E1,-8.199530840E-1,3.219256401E0,3.641517639E0
5.267136125E1,-5.849792957E-1,2.814293861E0,3.565899134E0
5.267640474E1,-2.362938672E-1,2.481872559E0,3.660875797E0
5.268146115E1,1.302317083E-1,2.193310738E0,3.997022867E0
5.268650531E1,6.194894314E-1,2.015577316E0,4.473982811E0
5.269154948E1,1.064179540E0,1.924658775E0,4.911212444E0
5.269659365E1,1.507750392E0,2.255178452E0,5.033708096E0
5.270168365E1,1.726708770E0,2.997042656E0,4.814463615E0
5.270677365E1,1.746520162E0,3.838833809E0,4.480090141E0
5.271186365E1,1.826128483E0,4.416874886E0,4.323722363E0
5.271696287E1,1.884654403E0,4.803047180E0,4.524252892E0
5.272187287E1,2.126904249E0,5.011407852E0,4.880836010E0
5.272687901E1,2.605034113E0,4.984554291E0,4.873259068E0
5.273192261E1,2.913549423E0,4.837094307E0,4.831117630E0
5.273696625E1,2.766970634E0,4.621375084E0,4.571411610E0
5.274205625E1,2.530262947E0,4.418501854E0,3.939430475E0
5.274714625E1,2.080097675E0,4.075420380E0,3.348230600E0
5.275223625E1,1.306828380E0,3.492066383E0,2.482915401E0
5.275733578E1,-9.053179622E-2,2.745764732E0,8.550586700E-1
5.276236636E1,-1.581754565E0,1.904583931E0,-1.066354871E0
5.276741745E1,-3.320815802E0,1.313711166E0,-3.385570765E0
5.277246854E1,-4.999622822E0,1.226988792E0,-6.482884884E0
5.277751969E1,-6.354202271E0,1.347618103E0,-9.104336739E0
5.278242969E1,-7.886579514E0,1.359542847E0,-1.082089710E1
5.278743917E1,-9.197059631E0,1.195293427E0,-1.173509884E1
5.279248156E1,-9.649021149E0,1.127010345E0,-1.176618385E1
5.279752401E1,-9.339888573E0,1.197119713E0,-1.146570396E1
5.280261401E1,-8.422218323E0,1.357439995E0,-1.030098152E1
5.280770401E1,-7.314452648E0,1.665345192E0,-8.636624336E0
5.281279401E1,-6.391772270E0,2.144743919E0,-6.978533268E0
5.281788401E1,-5.834266663E0,2.762052536E0,-5.669734478E0
5.282292761E1,-5.282472134E0,3.435827255E0,-4.676527023E0
5.282797792E1,-4.622284412E0,4.017705917E0,-3.942372799E0
5.283302828E1,-4.059320927E0,4.455222130E0,-3.679529905E0
5.283807865E1,-3.287471771E0,4.562093735E0,-3.767168045E0
5.284311479E1,-2.262764454E0,4.243229866E0,-3.966027021E0
5.284816443E1,-1.433685303E0,3.762356758E0,-4.478120327E0
5.285321406E1,-7.745552063E-1,3.124609947E0,-5.200118065E0
5.285826370E1,-1.267533749E-1,2.430709839E0,-5.642346382E0
5.286330193E1,3.432527184E-1,1.719038010E0,-5.903758526E0
5.286835099E1,8.986075521E-1,1.113955498E0,-5.915500164E0
5.287340005E1,1.420119166E0,7.635650635E-1,-5.742229462E0
5.287844912E1,1.812856078E0,4.857769012E-1,-5.332623482E0
5.288348906E1,2.283114433E0,2.087297440E-1,-4.797073841E0
5.288853766E1,2.817002058E0,-1.202163696E-1,-4.187319279E0
5.289358630E1,3.324681997E0,-3.384466171E-1,-3.478480339E0
5.289863490E1,3.491601229E0,-5.609464645E-1,-2.788733006E0
5.290367615E1,3.529083729E0,-8.308277130E-1,-2.067994595E0
5.290872438E1,3.791117191E0,-1.105056763E0,-1.558421135E0
5.291377261E1,4.096449852E0,-1.359827042E0,-1.134378672E0
5.291882083E1,4.316896439E0,-1.714865685E0,-7.324537039E-1
5.292386328E1,4.290651321E0,-2.127138138E0,-4.760612845E-1
5.292891120E1,4.161558151E0,-2.611003876E0,-2.690406442E-1
5.293395917E1,3.786263943E0,-3.147312164E0,1.332588494E-2
5.293900708E1,3.231143236E0,-3.630772114E0,2.227496803E-1
5.294405031E1,2.710211039E0,-4.032683849E0,4.118150175E-1
5.294909802E1,2.165105820E0,-4.372225285E0,5.516693592E-1
5.295414578E1,1.714177132E0,-4.701993465E0,6.276764274E-1
5.295919349E1,1.332532167E0,-5.060187817E0,6.057186723E-1
5.296423745E1,1.005353928E0,-5.346301079E0,6.335050464E-1
5.296928500E1,7.709111571E-1,-5.546061516E0,6.241446137E-1
5.297433250E1,5.001831055E-1,-5.707398415E0,5.147405267E-1
5.297938000E1,2.172510028E-1,-5.801654816E0,4.767940044E-1
5.298442448E1,-1.592691541E-1,-5.757162094E0,5.094400644E-1
5.298947188E1,-4.573806226E-1,-5.664933205E0,6.076273918E-1
5.299451922E1,-6.250049472E-1,-5.510656357E0,6.949084401E-1
5.299956662E1,-8.348414898E-1,-5.409165382E0,7.573325634E-1
5.300461162E1,-1.024988890E0,-5.312551498E0,8.714944124E-1
5.300965886E1,-1.167131186E0,-5.125146866E0,9.946342707E-1
5.301470610E1,-1.342744112E0,-4.899668217E0,1.089058876E0
5.301975339E1,-1.523193121E0,-4.664852619E0,1.130763650E0
5.302479870E1,-1.675473571E0,-4.449388981E0,1.153411269E0
5.302984583E1,-1.833180666E0,-4.200646877E0,1.176113248E0
5.303489302E1,-1.977335572E0,-3.956925869E0,1.136655092E0
5.303994016E1,-2.031484842E0,-3.770828724E0,1.130475521E0
5.304494656E1,-2.082249403E0,-3.632709026E0,1.152742863E0
5.304999172E1,-2.071920156E0,-3.523394108E0,1.165388584E0
5.305503682E1,-1.924000263E0,-3.433290958E0,1.173221111E0
5.306008193E1,-1.571495771E0,-3.414991856E0,1.133101702E0
5.306517276E1,-1.080943942E0,-3.501907825E0,1.135901928E0
5.307022021E1,-6.528762579E-1,-3.478714466E0,1.186345458E0
5.307526760E1,-3.392620683E-1,-3.527296543E0,1.093184352E0
5.308031505E1,-3.485295177E-2,-3.556690693E0,1.071604371E0
5.308535990E1,2.219884396E-1,-3.600394726E0,1.021244287E0
5.309040719E1,4.408990443E-1,-3.524482250E0,9.853882790E-1
5.309545443E1,6.884512901E-1,-3.477344990E0,9.305409789E-1
5.310050172E1,9.451631308E-1,-3.387203693E0,8.899931908E-1
5.310554698E1,1.225415349E0,-3.211072445E0,9.305309653E-1
5.311059417E1,1.490558505E0,-2.944268227E0,9.560017586E-1
5.311564136E1,1.707179189E0,-2.634734154E0,9.615485668E-1
5.312068854E1,2.018808365E0,-2.282525063E0,1.066507339E0
5.312573401E1,2.310489893E0,-1.878128052E0,1.170179844E0
5.313078110E1,2.548935413E0,-1.431180954E0,1.315516829E0
5.313582823E1,2.777194262E0,-1.013468742E0,1.411773562E0
5.314087531E1,3.009728909E0,-5.819168091E-1,1.593084216E0
5.314592110E1,3.184568405E0,-1.748018265E-1,1.677879333E0
5.315096813E1,3.278192043E0,2.700719833E-1,1.790883899E0
5.315601516E1,3.295166969E0,7.430973053E-1,1.874984264E0
5.316106219E1,3.192392826E0,1.234673500E0,1.959010601E0
5.316610823E1,3.088952303E0,1.826081276E0,2.062404633E0
5.317115521E1,3.089017391E0,2.474159241E0,2.127855778E0
5.317620214E1,3.096447468E0,3.131011009E0,2.232089281E0
5.318124917E1,3.230480433E0,3.581413269E0,2.279781818E0
5.318629531E1,3.362203598E0,4.217774391E0,2.423991203E0
5.319134224E1,3.362762213E0,4.992035866E0,2.574046373E0
5.319638917E1,3.466391563E0,5.569257736E0,2.820914507E0
5.320143615E1,3.663653374E0,5.815775871E0,3.064209223E0
5.320648240E1,3.911751032E0,5.717658997E0,3.299051762E0
5.321152927E1,4.239990711E0,5.165346146E0,3.591679573E0
5.321657620E1,4.310078621E0,4.695026398E0,3.816908121E0
5.322162313E1,4.252138138E0,4.450065613E0,4.088830948E0
5.322663021E1,4.089888096E0,4.262805939E0,4.382797718E0
5.323167510E1,3.870837212E0,4.118835449E0,4.607607841E0
5.323672005E1,3.747946024E0,3.874634743E0,4.863304615E0
5.324176495E1,3.558527708E0,3.511207581E0,5.077698231E0
5.324685646E1,3.120887756E0,3.330007553E0,5.154754162E0
5.325190370E1,2.602175474E0,3.483864784E0,5.094594002E0
5.325695099E1,2.107374191E0,3.824129105E0,4.887762547E0
5.326199818E1,1.660563588E0,4.297966957E0,4.515775204E0
5.326704354E1,1.128533840E0,4.967361450E0,3.889016151E0
5.327209073E1,6.169397831E-1,5.760308266E0,3.004169941E0
5.327713787E1,1.547956616E-1,6.576189995E0,1.958281398E0
5.328218500E1,-5.216978490E-2,7.080183029E0,9.433845282E-1
5.328723063E1,-3.753636777E-2,7.090924263E0,-3.073450923E-2
5.329227771E1,-1.218222901E-1,6.609017372E0,-8.492890000E-1
5.329732479E1,-2.852302492E-1,5.635074615E0,-1.407677650E0
5.330237188E1,-3.890636265E-1,4.437543869E0,-1.902861595E0
5.330741766E1,-4.621940255E-1,3.174551964E0,-2.129996538E0
5.331246469E1,-6.290851831E-1,2.061408997E0,-2.252315998E0
5.331751167E1,-1.029075980E0,1.160118103E0,-2.427711487E0
5.332255870E1,-1.310064435E0,3.747816086E-1,-2.464279652E0
5.332760479E1,-1.273194551E0,-3.521461487E-1,-2.499839544E0
5.333265172E1,-9.905402064E-1,-9.968967438E-1,-2.499513388E0
5.333769865E1,-7.627723813E-1,-1.368346214E0,-2.629583120E0
5.334274563E1,-4.024069011E-1,-1.658205986E0,-2.821684837E0
5.334779182E1,-3.528801203E-1,-1.641845703E0,-3.080131531E0
5.335283875E1,-4.029443562E-1,-1.415323257E0,-3.375491619E0
5.335788568E1,-4.228246212E-1,-1.155849457E0,-3.583093166E0
5.336293261E1,-4.928258657E-1,-6.578073502E-1,-3.836857796E0
5.336797891E1,-6.311123967E-1,7.854938507E-2,-4.232572556E0
5.337302578E1,-9.090449810E-1,9.765052795E-1,-4.671188354E0
5.337807271E1,-1.346374154E0,2.007277489E0,-5.159149170E0
5.338311958E1,-1.686150193E0,2.955586433E0,-5.540440559E0
5.338816599E1,-1.900642991E0,3.620733261E0,-5.783707619E0
5.339321287E1,-2.095543146E0,3.859615326E0,-5.943676949E0
5.339825974E1,-2.242310762E0,3.840138435E0,-5.979071140E0
5.340330656E1,-2.364950180E0,3.643898964E0,-6.006505489E0
5.340835307E1,-2.487301826E0,3.266301155E0,-5.884166718E0
5.341339990E1,-2.666595221E0,2.999266624E0,-5.493266582E0
5.341844677E1,-2.783699751E0,2.804387093E0,-4.996841908E0
5.342349360E1,-2.810093641E0,2.504622459E0,-4.246108055E0
5.342854010E1,-2.946651459E0,2.176640511E0,-3.541088343E0
5.343358693E1,-2.829730272E0,1.538336754E0,-2.813174009E0
5.343863375E1,-2.520823240E0,6.857795715E-1,-2.170682192E0
5.344368057E1,-2.276735067E0,-1.750698090E-1,-1.488054156E0
5.344872719E1,-2.120356798E0,-1.082429886E0,-8.979166746E-1
5.345377401E1,-1.888404965E0,-1.997955322E0,-3.511638045E-1
5.345882083E1,-1.987120986E0,-2.644231796E0,8.609715104E-2
5.346386761E1,-2.378585815E0,-2.835077286E0,2.947568297E-1
5.346891427E1,-2.777498484E0,-2.800666809E0,5.239146948E-1
5.347396104E1,-3.070861816E0,-2.751773834E0,5.633037090E-1
5.347900787E1,-3.374896526E0,-2.874996185E0,6.041634083E-1
5.348405469E1,-3.360848665E0,-3.170197487E0,6.606175900E-1
5.348910130E1,-3.234831572E0,-3.575018406E0,6.366211176E-1
5.349414807E1,-3.116407394E0,-3.888473988E0,6.036757231E-1
5.349919490E1,-2.967433691E0,-4.158522129E0,5.327190757E-1
5.350424167E1,-2.735667706E0,-4.452202320E0,4.857134521E-1
5.350924917E1,-2.316414595E0,-4.630856037E0,4.389043450E-1
5.351429401E1,-1.776264787E0,-4.799829960E0,4.593223929E-1
5.351933880E1,-1.219905138E0,-4.892184734E0,5.474356413E-1
5.352438365E1,-7.039790154E-1,-4.931930065E0,5.938040614E-1
5.352947542E1,-2.710223794E-1,-4.957403660E0,6.085331440E-1
5.353452261E1,2.231633663E-2,-4.978207111E0,5.350531936E-1
5.353956979E1,2.766658664E-1,-4.898712635E0,5.169684887E-1
5.354461698E1,4.635038376E-1,-4.781230450E0,4.922037125E-1
5.354966245E1,6.208206415E-1,-4.659308910E0,3.697036505E-1
5.355470958E1,8.584372997E-1,-4.628617764E0,2.212049961E-1
5.355975667E1,1.056929469E0,-4.550314426E0,-6.364732981E-2
5.356480375E1,1.331377268E0,-4.438729763E0,-3.039090931E-1
5.356984953E1,1.524173021E0,-4.379922390E0,-3.854914606E-1
5.357489656E1,1.702622890E0,-4.220763683E0,-4.091390967E-1
5.357994360E1,1.895815849E0,-3.956560612E0,-4.563146830E-1
5.358499063E1,1.955551386E0,-3.697416782E0,-4.698339105E-1
5.359003667E1,2.001373291E0,-3.486408710E0,-3.680251539E-1
5.359508360E1,2.033184290E0,-3.280478954E0,-2.652370930E-1
5.360013063E1,1.998375654E0,-3.203983784E0,-2.472611666E-1
5.360517760E1,2.016259193E0,-3.156367779E0,-2.659777701E-1
5.361008761E1,1.928554416E0,-3.075422287E0,-3.170442283E-1
5.361499761E1,1.874301434E0,-3.008991241E0,-2.426466942E-1
5.361990760E1,1.843559504E0,-3.004899979E0,-2.391209006E-1
5.362481761E1,1.735618591E0,-3.015239716E0,-2.016382813E-1
5.362990761E1,1.560490131E0,-3.011248589E0,-1.783407927E-1
5.363499760E1,1.394405365E0,-3.035980225E0,-1.316177249E-1
5.364008761E1,1.122595191E0,-3.027210236E0,-2.831858397E-2
5.364517760E1,7.783008814E-1,-2.889349937E0,1.072758436E-1
5.365026760E1,5.670747757E-1,-2.660848618E0,3.948274255E-1
5.365535761E1,2.924643159E-1,-2.370559692E0,6.289225817E-1
5.366044760E1,2.087354660E-3,-2.142938614E0,8.001809120E-1
5.366553761E1,-1.946614981E-1,-1.911016464E0,1.037946224E0
5.367062761E1,-3.171147704E-1,-1.646110535E0,1.275118828E0
5.367571760E1,-4.324190021E-1,-1.396118164E0,1.469131947E0
5.368080761E1,-5.262732506E-1,-1.161039352E0,1.768628955E0
5.368589760E1,-5.889195204E-1,-9.408283234E-1,1.891325116E0
5.369081516E1,-6.534081101E-1,-6.971445084E-1,1.990159035E0
5.369585552E1,-7.538970113E-1,-4.205112457E-1,2.113181114E0
5.370089589E1,-7.129886150E-1,-1.491537094E-1,2.192847729E0
5.370593630E1,-6.216397882E-1,4.046726227E-2,2.262052774E0
5.371100203E1,-5.608581901E-1,2.633113861E-1,2.291396856E0
5.371604370E1,-4.202742577E-1,6.150560379E-1,2.519453287E0
5.372108537E1,-3.195216656E-1,9.807996750E-1,2.711163044E0
5.372612698E1,-1.389799118E-1,1.269677162E0,2.976482391E0
5.373118896E1,2.552765608E-2,1.553540230E0,3.243439674E0
5.373623162E1,1.313554645E-1,1.899385452E0,3.493089914E0
5.374127427E1,3.120347559E-1,2.316687584E0,3.749410629E0
5.374631698E1,5.201483369E-1,2.695399284E0,3.802278042E0
5.375137589E1,6.794188023E-1,3.169493675E0,4.039636135E0
5.375641938E1,1.053763270E0,3.595389366E0,4.165572643E0
5.376146287E1,1.376626968E0,3.824891090E0,4.353584766E0
5.376650636E1,1.420207739E0,3.872536659E0,4.452265739E0
5.377156287E1,1.242882252E0,3.695422173E0,4.304975033E0
5.377660703E1,9.598183632E-1,3.384639740E0,3.988789797E0
5.378165120E1,5.664268732E-1,3.093439102E0,3.756287575E0
5.378669531E1,5.259954929E-2,2.879237175E0,3.644271851E0
5.379178531E1,-3.339657784E-1,2.684615135E0,3.598372936E0
5.379687531E1,-5.941805243E-1,2.495244980E0,3.756213903E0
5.380196531E1,-7.815178037E-1,2.320773125E0,3.896229744E0
5.380706453E1,-8.011679649E-1,2.022544861E0,4.055895805E0
5.381209380E1,-6.966073513E-1,1.572071075E0,4.296955585E0
5.381714526E1,-5.591275096E-1,1.251798630E0,4.666380405E0
5.382219667E1,-4.035035074E-1,9.994001389E-1,5.011310577E0
5.382724813E1,-1.490488052E-1,8.721113205E-1,5.289837360E0
5.383215813E1,1.322965771E-1,1.118245125E0,5.437692642E0
5.383716698E1,4.547570348E-1,1.651261330E0,5.058190823E0
5.384220964E1,6.622321606E-1,2.432484627E0,4.181845188E0
5.384725229E1,7.565282583E-1,3.346948624E0,3.334649086E0
5.385234229E1,6.621315479E-1,4.236831665E0,3.199250698E0
5.385743229E1,3.500190973E-1,5.144849777E0,3.629376650E0
5.386252229E1,6.755284965E-2,5.697255135E0,3.978910685E0
5.386762224E1,-1.819449365E-1,5.970292091E0,4.046999931E0
5.387253224E1,-5.417978764E-1,6.006673813E0,3.680723190E0
5.387754110E1,-9.301581979E-1,5.763310432E0,2.916437626E0
5.388258375E1,-1.560974836E0,5.302650452E0,1.789292574E0
5.388762641E1,-2.155472994E0,4.711349487E0,8.296766281E-1
5.389268537E1,-2.511851072E0,3.989924431E0,-3.972184658E-2
5.389772886E1,-3.379888296E0,3.579100609E0,-1.308652401E0
5.390277234E1,-4.946103573E0,3.680057526E0,-2.759877443E0
5.390781589E1,-5.984361172E0,3.379401207E0,-4.679999352E0
5.391287229E1,-6.755516052E0,2.726115227E0,-6.634358883E0
5.391791646E1,-7.433126926E0,2.180275917E0,-8.668434143E0
5.392296057E1,-7.966301918E0,1.789748192E0,-1.041105175E1
5.392800474E1,-8.141290665E0,1.372519493E0,-1.127526569E1
5.393305932E1,-8.079300880E0,1.067028999E0,-1.119862366E1
5.393810396E1,-7.628706455E0,9.540882111E-1,-1.036421108E1
5.394314865E1,-7.077089787E0,1.214917183E0,-8.789380074E0
5.394819328E1,-6.386156082E0,1.724511147E0,-7.187247753E0
5.395328328E1,-5.699488163E0,2.329419136E0,-5.959080219E0
5.395837328E1,-5.130545616E0,2.886027336E0,-5.075898647E0
5.396346328E1,-4.649776936E0,3.308321953E0,-4.424241066E0
5.396856219E1,-4.046374321E0,3.591684341E0,-3.982076406E0
5.397359026E1,-3.213165760E0,3.726731300E0,-3.732748270E0
5.397864208E1,-2.423178196E0,3.718469620E0,-3.594070911E0
5.398369386E1,-1.775145054E0,3.619702339E0,-3.526998520E0
5.398874563E1,-1.263346672E0,3.387509346E0,-3.511930227E0
5.399365563E1,-6.122232676E-1,2.983769417E0,-3.798007488E0
5.399866365E1,7.983151078E-2,2.533205986E0,-4.152155399E0
5.400370662E1,1.120871544E0,2.198522568E0,-4.385183334E0
5.400874958E1,2.259408951E0,1.926935196E0,-4.590579987E0
5.401380766E1,3.487759590E0,1.608257294E0,-4.736746311E0
5.401885136E1,4.626568794E0,1.223216057E0,-4.768134117E0
5.402389505E1,5.481456280E0,7.142877579E-1,-4.590347290E0
5.402893880E1,5.733338833E0,1.722841263E-1,-4.395185947E0
5.403402880E1,5.702624321E0,-3.310813904E-1,-3.952935934E0
5.403911880E1,5.623626232E0,-8.725032806E-1,-3.295528889E0
5.404420880E1,5.576972008E0,-1.461586952E0,-2.354130745E0
5.404930823E1,5.423401356E0,-1.964504242E0,-1.623588562E0
5.405421823E1,5.119152546E0,-2.467585564E0,-1.138590574E0
5.405922510E1,4.701390743E0,-3.004239082E0,-7.311899662E-1
5.406426844E1,4.312510490E0,-3.545735836E0,-3.614289165E-1
5.406931177E1,3.807942390E0,-4.029868603E0,-9.527316689E-2
5.407436875E1,3.248898983E0,-4.432707310E0,8.185613155E-2
5.407941281E1,2.614776850E0,-4.744625568E0,3.111946583E-2
5.408445682E1,1.962123871E0,-5.032538891E0,-2.241872847E-1
5.408950083E1,1.452930450E0,-5.243721008E0,-6.037723422E-1
5.409459083E1,1.015230417E0,-5.449887276E0,-9.274106026E-1
5.409968083E1,6.774511933E-1,-5.569619179E0,-1.048703909E0
5.410477083E1,3.820785284E-1,-5.665149689E0,-1.069177151E0
5.410987005E1,8.141762018E-2,-5.722152710E0,-1.089939237E0
5.411489969E1,-7.177644968E-2,-5.688006401E0,-1.040230632E0
5.411995110E1,-2.542880774E-1,-5.553297043E0,-9.489057064E-1
5.412500245E1,-3.987197876E-1,-5.394704819E0,-8.161716461E-1
5.413005380E1,-5.385361910E-1,-5.207485199E0,-6.278977394E-1
5.413496380E1,-6.263090968E-1,-5.039472580E0,-3.602661192E-1
5.413997271E1,-7.140176892E-1,-4.795106411E0,-1.986906379E-1
5.414501537E1,-8.972208500E-1,-4.684907436E0,-1.145967394E-1
5.415005802E1,-9.513074756E-1,-4.579555035E0,-2.680563927E-2
5.415514802E1,-9.525622725E-1,-4.469516277E0,3.609275818E-2
5.416023802E1,-9.673593640E-1,-4.330932140E0,8.831512928E-2
5.416532802E1,-1.086319923E0,-4.187766552E0,1.872589886E-1
5.417042802E1,-1.199382901E0,-4.025671482E0,1.797625422E-1
5.417533802E1,-1.321372747E0,-3.854188442E0,3.716582358E-1
5.418034688E1,-1.437725544E0,-3.725973606E0,8.877955675E-1
5.418538953E1,-1.453387022E0,-3.621831417E0,9.683493972E-1
5.419043214E1,-1.349108100E0,-3.575223446E0,1.025113821E0
5.419549115E1,-1.182066917E0,-3.557398319E0,1.110522985E0
5.420053458E1,-1.119601011E0,-3.544411182E0,1.157464266E0
5.420557807E1,-1.037415504E0,-3.526665211E0,1.275532484E0
5.421062156E1,-9.309271574E-1,-3.485023975E0,1.388206840E0
5.421567807E1,-8.529625535E-1,-3.467330456E0,1.524234653E0
5.422072219E1,-6.697704196E-1,-3.387456417E0,1.678759933E0
5.422576630E1,-4.579729140E-1,-3.207228184E0,1.847110152E0
5.423081047E1,-2.225470841E-1,-3.008067131E0,2.053395271E0
5.423590047E1,2.876758575E-3,-2.823474884E0,2.159053326E0
5.424099047E1,2.421932220E-1,-2.586483955E0,2.298365116E0
5.424608047E1,4.519695640E-1,-2.321058273E0,2.342334032E0
5.425117964E1,6.703045368E-1,-2.032009125E0,2.348500252E0
5.425608964E1,8.725262880E-1,-1.690629005E0,2.292675257E0
5.426109583E1,1.183646441E0,-1.344841003E0,2.208312273E0
5.426613948E1,1.392830968E0,-1.056808472E0,2.128733635E0
5.427118307E1,1.682054996E0,-7.451505661E-1,2.005574703E0
5.427623917E1,1.956106424E0,-4.099235535E-1,1.896200180E0
5.428128344E1,2.191298246E0,-5.116176605E-2,1.814794540E0
5.428632771E1,2.311382294E0,2.880516052E-1,1.699117899E0
5.429137193E1,2.484155655E0,5.503377914E-1,1.577999711E0
5.429646193E1,2.657184362E0,8.170795441E-1,1.475509167E0
5.430155193E1,2.734911442E0,9.926137924E-1,1.339261055E0
5.430664193E1,2.631227970E0,1.220530510E0,1.159867287E0
5.431174110E1,2.632502794E0,1.553408623E0,1.028146505E0
5.431665110E1,2.594446182E0,1.967226028E0,9.920451045E-1
5.432165708E1,2.469318867E0,2.557524681E0,9.512412548E-1
5.432670073E1,2.351918221E0,3.271512985E0,9.630998373E-1
5.433174443E1,2.313016415E0,3.750400543E0,9.985123873E-1
5.433680031E1,2.418933630E0,3.994516373E0,1.080994844E0
5.434184464E1,2.564443827E0,4.071113586E0,1.200556040E0
5.434688896E1,2.864117146E0,4.023478508E0,1.337426424E0
5.435193323E1,3.203045607E0,3.971347809E0,1.562984109E0
5.435698735E1,3.586622238E0,3.790379524E0,1.915192723E0
5.436203214E1,4.048581123E0,3.533347130E0,2.288717985E0
5.436707693E1,4.532078743E0,3.243375778E0,2.650168657E0
5.437212172E1,4.932888985E0,2.934816360E0,3.114450932E0
5.437721172E1,5.280422211E0,2.622025490E0,3.648002863E0
5.438230172E1,5.465458870E0,2.333658218E0,4.074156284E0
5.438739172E1,5.479157925E0,2.136596680E0,4.527362823E0
5.439249052E1,5.403319359E0,2.088082314E0,5.060554504E0
5.439740052E1,5.052114010E0,2.116090775E0,5.383164883E0
5.440240557E1,4.530095100E0,2.397557259E0,5.456644058E0
5.440744958E1,3.847014427E0,2.975179672E0,5.406072140E0
5.441249360E1,2.893067122E0,3.800713539E0,5.045850754E0
5.441758360E1,1.864044428E0,4.663404465E0,4.420210361E0
5.442267360E1,1.041759729E0,5.333589554E0,3.535507202E0
5.442776360E1,5.163397193E-1,5.629758835E0,2.325706005E0
5.443286281E1,1.198831201E-1,5.686329842E0,9.148102999E-1
5.443777281E1,2.509522438E-2,5.661457062E0,-6.074786186E-1
5.444277922E1,2.057015896E-3,5.545824051E0,-1.894250274E0
5.444782276E1,8.942282200E-2,5.234417915E0,-2.957249165E0
5.445286630E1,1.068389416E-2,4.780124664E0,-3.755429268E0
5.445792261E1,-2.389677167E-1,4.130622864E0,-4.189887047E0
5.446296682E1,-3.398956060E-1,3.420136452E0,-4.279722214E0
5.446801104E1,-3.976172209E-1,2.629575729E0,-4.210878372E0
5.447305521E1,-4.886156619E-1,1.840265274E0,-3.872219086E0
5.447810964E1,-5.984664559E-1,1.075984955E0,-3.453443289E0
5.448315427E1,-7.891270518E-1,4.752073288E-1,-3.062432289E0
5.448819901E1,-1.093702316E0,4.712486267E-2,-2.778851271E0
5.449324375E1,-1.397464514E0,-1.703138351E-1,-2.577579260E0
5.449829656E1,-1.724676967E0,-2.300405502E-1,-2.496010303E0
5.450334167E1,-2.060707569E0,1.566886902E-3,-2.562187910E0
5.450838677E1,-2.338613272E0,3.089456558E-1,-2.604053497E0
5.451343193E1,-2.635027647E0,7.542009354E-1,-2.775064945E0
5.451848360E1,-2.849623203E0,1.289393425E0,-2.898639202E0
5.452352906E1,-3.049533367E0,1.756637573E0,-2.984800339E0
